period,org_code,org_name,ae_attendances_type_1,attendances_over_4hrs_type_1,patients_12hr_wait,emergency_admissions_type_1,postcode,latitude,longitude
2025-02-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,6292.0,2296.0,392,982,CV10 7DJ,52.5108,-1.4757
2025-02-01,RXF,MID YORKSHIRE TEACHING NHS TRUST,14812.0,6475.0,458,3169,WF1 4DG,53.6956,-1.4879
2025-02-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3471.0,1509.0,24,1548,DT1 2JY,50.7127,-2.4456
2025-02-01,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,22781.0,9896.0,1005,6566,M6 8HD,53.4875,-2.3234
2025-02-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,6626.0,3677.0,871,1781,CH49 5PE,53.3723,-3.093
2025-02-01,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,11067.0,4982.0,364,3265,W2 1NY,51.5175,-0.1749
2025-02-01,NQT5F,SKELMERSDALE WALK IN CENTRE,0.0,0.0,0,0,WN8 6LJ,53.549,-2.775
2025-02-01,NQT5H,PAULTON MEMORIAL HOSPITAL,0.0,0.0,0,0,BS39 7SD,51.3006,-2.4938
2025-02-01,RH5,SOMERSET NHS FOUNDATION TRUST,10816.0,5066.0,271,2698,BA21 4AT,50.9447,-2.6345
2025-02-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0.0,0.0,0,0,TN25 4AZ,51.1324,0.8786
2025-02-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,11973.0,4297.0,1050,3543,BB2 3HH,53.7316,-2.4765
2025-02-01,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,4962.0,2388.0,378,2201,SN3 6BB,51.549,-1.755
2025-02-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10792.0,3503.0,294,2292,NR4 7UY,52.6225,1.2217
2025-02-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,7927.0,4223.0,8,3372,S5 7AT,53.4113,-1.4558
2025-02-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9643.0,4689.0,630,2413,CB2 0QQ,52.1746,0.1419
2025-02-01,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,7669.0,3540.0,327,1470,OL6 9RW,53.4886,-2.0946
2025-02-01,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12394.0,4429.0,124,3496,DN2 5LT,53.5306,-1.1042
2025-02-01,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0,0,EC1V 2PD,51.5275,-0.0895
2025-02-01,RPA,MEDWAY NHS FOUNDATION TRUST,7722.0,2739.0,707,1577,ME7 5NY,51.3823,0.5533
2025-02-01,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",6655.0,3542.0,440,1981,,,
2025-02-01,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11293.0,4249.0,35,3415,NE7 7DN,55.0076,-1.5829
2025-02-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,8770.0,2769.0,3,3496,NE23 6NZ,55.0741,-1.5695
2025-02-01,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,16929.0,7999.0,862,3737,DE22 3NE,52.9191,-1.5026
2025-02-01,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8117.0,2707.0,382,2905,LA9 7RG,54.312,-2.7385
2025-02-01,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9495.0,4191.0,170,3531,NG17 4JL,53.127,-1.261
2025-02-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,11788.0,5878.0,1177,2602,TN24 0LZ,51.141488,0.916209
2025-02-01,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,14759.0,6039.0,1070,4170,LN2 4AX,53.234,-0.512
2025-02-01,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,16890.0,3358.0,189,4950,TN2 4QJ,51.1491,0.3073
2025-02-01,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6149.0,3291.0,908,1542,WA5 1QG,53.393977,-2.610718
2025-02-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,7854.0,3654.0,579,2405,FY3 8NR,53.805,-3.007
2025-02-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,10449.0,4239.0,455,2100,PR2 9HT,53.792,-2.706
2025-02-01,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,11724.0,4853.0,16,4006,DL3 6HX,54.528,-1.561
2025-02-01,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,13998.0,5660.0,664,4689,BS1 3NU,51.4595,-2.593
2025-02-01,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,7674.0,3269.0,205,2305,BA1 3NG,51.3917,-2.391
2025-02-01,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,0.0,0.0,0,0,L9 7LJ,53.4665,-2.931
2025-02-01,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,8151.0,4986.0,391,3249,HU3 2JZ,53.7446,-0.3353
2025-02-01,RWJ,STOCKPORT NHS FOUNDATION TRUST,6843.0,2353.0,240,2525,SK2 7JE,53.3744,-2.1326
2025-02-01,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0.0,0.0,0,0,S71 5AS,53.5494,-1.4409
2025-02-01,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,6667.0,3433.0,11,2411,TS4 3BW,54.552,-1.214
2025-02-01,NQT51,STATION PLAZA HEALTH CENTRE,0.0,0.0,0,0,TN34 1BA,50.8574,0.5809
2025-02-01,NQTE4,SUMMERFIELD URGENT CARE CENTRE,0.0,0.0,0,0,B18 7AL,52.4877,-1.9374
2025-02-01,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5532.0,2562.0,50,1931,TQ2 7AA,50.4919,-3.5356
2025-02-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7870.0,3573.0,5,2644,S75 2EP,53.5591,-1.4965
2025-02-01,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8072.0,4218.0,541,2599,PL6 8DH,50.4183,-4.1136
2025-02-01,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,8945.0,3468.0,0,1724,NN16 8UZ,52.4028,-0.7413
2025-02-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9094.0,3108.0,661,2785,RH1 5RH,51.219194,-0.162009
2025-02-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9887.0,3010.0,348,3892,HP21 8AL,51.8075,-0.8086
2025-02-01,8J094,BADGER LTD,0.0,0.0,0,0,SS15 4DB,51.5877,0.417
2025-02-01,AD913,BECKENHAM BEACON UCC,0.0,0.0,0,0,BR3 3QL,51.4082,-0.0258
2025-02-01,DT301,HERTS URGENT CARE (ASCOTS LANE),0.0,0.0,0,0,AL7 4HL,51.7986,-0.1852
2025-02-01,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0.0,0.0,0,0,SO14 0YG,50.9122,-1.3961
2025-02-01,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,9989.0,5171.0,3,3877,SR4 7TP,54.902,-1.406
2025-02-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,6478.0,3131.0,446,2145,KT2 7QB,51.4145,-0.2816
2025-02-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4435.0,1388.0,10,1026,HG2 7SX,53.9837,-1.5253
2025-02-01,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,4540.0,2307.0,660,1613,CH2 1UL,53.2086,-2.8986
2025-02-01,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0.0,0.0,0,0,LN5 7JH,53.2247,-0.5352
2025-02-01,Y02532,MIRIAM MINOR EMERGENCY,0.0,0.0,0,0,CH41 8DB,53.3986,-3.0477
2025-02-01,Y03007,ERDINGTON GP HEALTH & WELLBEING WIC,0.0,0.0,0,0,B23 6SJ,52.5236,-1.8452
2025-02-01,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0,0,L14 3PE,53.4194,-2.8917
2025-02-01,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10056.0,2077.0,24,1660,E9 6SR,51.5504,-0.0483
2025-02-01,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,7727.0,2887.0,17,3978,WD18 0HB,51.6506,-0.3977
2025-02-01,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,9128.0,5301.0,1130,2699,SY3 8XQ,52.7032,-2.774
2025-02-01,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,0.0,0.0,0,0,RH1 6DS,51.2298,-0.1681
2025-02-01,Y00751,EAST BERKS PRIMARY CARE OOH(WAM),0.0,0.0,0,0,RG12 1YQ,51.4144,-0.7539
2025-02-01,L83087,OKEHAMPTON MEDICAL CENTRE,0.0,0.0,0,0,EX20 1AY,50.7391,-3.9997
2025-02-01,G0Q0L,BARKING HOSPITAL UTC,0.0,0.0,0,0,IG11 9LD,51.5429,0.0963
2025-02-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,19778.0,8352.0,921,5806,LE1 9WW,52.6323,-1.1249
2025-02-01,NTV0W,WOKING WALK IN CENTRE,0.0,0.0,0,0,GU22 7HS,51.315,-0.5565
2025-02-01,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0.0,0.0,0,0,SY2 6FG,52.6946,-2.7261
2025-02-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6286.0,2714.0,450,1459,NR31 6LA,52.5617,1.7177
2025-02-01,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0.0,0.0,0,0,PL26 6AD,50.335,-4.792
2025-02-01,RV9,HUMBER TEACHING NHS FOUNDATION TRUST,0.0,0.0,0,0,HU3 5QE,53.742,-0.3847
2025-02-01,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0.0,0.0,0,0,S42 7JE,53.253,-1.475
2025-02-01,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0.0,0.0,0,0,BS15 1PX,51.4707,-2.5096
2025-02-01,Y02147,URGENT CARE CENTRE (QMS),0.0,0.0,0,0,DA14 6LT,51.4263,0.1083
2025-02-01,Y02428,PUTNOE WALK IN CENTRE,0.0,0.0,0,0,MK41 9JE,52.1481,-0.4391
2025-02-01,NL7,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0.0,0.0,0,0,B7 4BL,52.4922,-1.8807
2025-02-01,C82009,MARKET HARBOROUGH MED.CTR,0.0,0.0,0,0,LE16 9BX,52.4771,-0.9248
2025-02-01,AQN04,PHL LYMINGTON UTC,0.0,0.0,0,0,SO41 8QD,50.7585,-1.5443
2025-02-01,AJN,WORKINGTON HEALTH LIMITED,0.0,0.0,0,0,CA14 2RW,54.6427,-3.5513
2025-02-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14096.0,4471.0,48,2486,HD3 3EA,53.6551,-1.822
2025-02-01,AAH,TETBURY HOSPITAL TRUST LTD,0.0,0.0,0,0,GL8 8XB,51.6352,-2.1547
2025-02-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0.0,0.0,0,0,HA7 4LP,51.632,-0.305
2025-02-01,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0.0,0.0,0,0,SO40 2RZ,50.9206,-1.5271
2025-02-01,Y02615,SOUTH BIRMINGHAM GP WALK IN CENTRE,0.0,0.0,0,0,B29 6JG,52.4384,-1.9384
2025-02-01,Y02676,BRIGHTON STATION HEALTH CENTRE,0.0,0.0,0,0,BN1 3XE,50.8277,-0.1414
2025-02-01,Y03218,THE PINN UNREGISTERED WIC,0.0,0.0,0,0,HA5 3EE,51.5931,-0.3826
2025-02-01,Y07709,READING URGENT CARE CENTRE,0.0,0.0,0,0,RG1 5LE,51.452,-0.963
2025-02-01,ACH01,WHITSTABLE MEDICAL PRACTICE,0.0,0.0,0,0,CT5 3SE,51.3607,1.0257
2025-02-01,K6K0R,HAROLD WOOD POLYCLINIC UTC,0.0,0.0,0,0,RM3 0FE,51.5946,0.2329
2025-02-01,AXG,WILTSHIRE HEALTH & CARE,0.0,0.0,0,0,SN1 2PA,51.569667,-1.759593
2025-02-01,NTV0B,ASHFORD WALK-IN-CENTRE,0.0,0.0,0,0,TW15 3FE,51.4321,-0.4567
2025-02-01,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0.0,0.0,0,0,BH1 4JQ,50.7293,-1.8415
2025-02-01,NNF09,BRANSHOLME HEALTH CENTRE,0.0,0.0,0,0,HU7 4DW,53.7874,-0.3214
2025-02-01,NNF16,BRIDLINGTON HOSPITAL,0.0,0.0,0,0,YO16 4QP,54.0864,-0.2158
2025-02-01,NNF94,EAST RIDING COMMUNITY HOSPITAL,0.0,0.0,0,0,HU17 0FA,53.8528,-0.4132
2025-02-01,NNFA7,GOOLE & DISTRICT HOSPITAL,0.0,0.0,0,0,DN14 6RX,53.7155,-0.8749
2025-02-01,NNJ07,LOUGHBOROUGH URGENT CARE CENTRE,0.0,0.0,0,0,LE11 5JY,52.7735,-1.2246
2025-02-01,NNJ0H,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0.0,0.0,0,0,LE5 3GH,52.6375,-1.1072
2025-02-01,NNJ12,MARKET HARBOROUGH,0.0,0.0,0,0,LE16 7AF,52.4776,-0.9205
2025-02-01,NNJ13,MELTON MOWBRAY,0.0,0.0,0,0,LE13 1GH,52.7659,-0.8869
2025-02-01,NNJ14,OADBY,0.0,0.0,0,0,LE2 5PF,52.5981,-1.0839
2025-02-01,NNJ15,OAKHAM,0.0,0.0,0,0,LE15 6NT,52.6708,-0.7375
2025-02-01,NV693,ROSSENDALE MIU & OOH,0.0,0.0,0,0,BB4 7PL,53.7032,-2.2856
2025-02-01,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6118.0,1866.0,1,2342,GU2 7XX,51.241017,-0.607463
2025-02-01,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,0.0,0.0,0,0,RM13 8GQ,51.5186,0.1711
2025-02-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12433.0,6017.0,816,7312,,,
2025-02-01,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,13225.0,5764.0,792,3302,PE3 9GZ,52.5965,-0.2701
2025-02-01,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,10851.0,4790.0,79,3104,EX2 5DW,50.7168,-3.5064
2025-02-01,RKE,WHITTINGTON HEALTH NHS TRUST,8215.0,2725.0,324,1055,N19 5NF,51.5665,-0.1395
2025-02-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,11286.0,3416.0,567,5182,WV10 0QP,52.5988,-2.0949
2025-02-01,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,8415.0,2555.0,28,3464,DY1 2HQ,52.5202,-2.0727
2025-02-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,17620.0,6091.0,43,2563,SW10 9NH,51.4846,-0.1783
2025-02-01,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,31058.0,12580.0,1657,9332,B15 2GW,52.451,-1.9392
2025-02-01,C82038,LATHAM HOUSE MEDICAL PRACTICE,0.0,0.0,0,0,LE13 1NX,52.765,-0.886
2025-02-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9225.0,3070.0,289,2499,KT16 0PZ,51.3887,-0.5089
2025-02-01,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,0,0,NW1 5JD,51.5226,-0.1571
2025-02-01,RW4,MERSEY CARE NHS FOUNDATION TRUST,0.0,0.0,0,0,L34 1PJ,53.4281,-2.7872
2025-02-01,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7528.0,2948.0,0,2153,MK6 5LD,52.0264,-0.7363
2025-02-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7328.0,3762.0,91,1587,CM20 1QX,51.7712,0.0853
2025-02-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,11492.0,5476.0,669,2289,WR5 1DD,52.1896,-2.1907
2025-02-01,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,10207.0,4654.0,354,2253,B71 4HJ,52.5277,-1.9889
2025-02-01,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,0.0,0.0,0,0,AL7 1BW,51.8014,-0.1946
2025-02-01,NLX,SIRONA CARE & HEALTH,0.0,0.0,0,0,BS37 5AF,51.5405,-2.4142
2025-02-01,NNJ,DHU HEALTH CARE C.I.C,0.0,0.0,0,0,DE21 6BF,52.9146,-1.4281
2025-02-01,NR3,NOTTINGHAM CITYCARE PARTNERSHIP,0.0,0.0,0,0,NG6 8WR,52.9972,-1.188
2025-02-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,5241.0,2185.0,0,1453,NE9 6SX,54.9366,-1.5853
2025-02-01,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14072.0,6924.0,1016,4155,L7 8XP,53.4098,-2.9674
2025-02-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,5765.0,3114.0,253,2361,TR1 3LJ,50.2667,-5.0916
2025-02-01,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0.0,0.0,0,0,PO3 6DW,50.7993,-1.0619
2025-02-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,22416.0,10230.0,211,5040,M13 9WL,53.4616,-2.2252
2025-02-01,RBV,THE CHRISTIE NHS FOUNDATION TRUST,0.0,0.0,0,0,M20 4BX,53.4298,-2.2301
2025-02-01,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6037.0,2929.0,127,2108,,,
2025-02-01,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,19788.0,8753.0,472,5632,GU16 7UJ,51.319,-0.7412
2025-02-01,RLQ,WYE VALLEY NHS TRUST,5233.0,2184.0,219,1304,HR1 2ER,52.0615,-2.7144
2025-02-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,8181.0,2971.0,55,1742,S60 2UD,53.4139,-1.3429
2025-02-01,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0,0,RH19 3DZ,51.1353,0.0018
2025-02-01,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,6671.0,2428.0,489,1557,IP33 2QZ,52.2317,0.7092
2025-02-01,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9534.0,4265.0,346,2887,PO6 3LY,50.8529,-1.0661
2025-02-01,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,12461.0,6989.0,1275,4837,ST4 6QG,52.9956,-2.185
2025-02-01,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,0.0,0.0,0,0,OX4 4XN,51.7166,-1.2193
2025-02-01,RMC,BOLTON NHS FOUNDATION TRUST,7278.0,3644.0,454,2256,BL4 0JR,53.5556,-2.407
2025-02-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,10786.0,5345.0,25,1592,CV2 2DX,52.4212,-1.4378
2025-02-01,RJN,EAST CHESHIRE NHS TRUST,3848.0,1970.0,266,749,SK10 3BL,53.2636,-2.125
2025-03-01,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7561.0,3994.0,7,2678,TS4 3BW,54.552,-1.214
2025-03-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0,0,SY10 7AG,52.8842,-3.0323
2025-03-01,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0.0,0.0,0,0,S71 5AS,53.5494,-1.4409
2025-03-01,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18303.0,3116.0,25,5241,TN2 4QJ,51.1491,0.3073
2025-03-01,RW4,MERSEY CARE NHS FOUNDATION TRUST,0.0,0.0,0,0,L34 1PJ,53.4281,-2.7872
2025-03-01,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0.0,0.0,0,0,SO40 2RZ,50.9206,-1.5271
2025-03-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12820.0,6228.0,1326,2819,TN24 0LZ,51.141488,0.916209
2025-03-01,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,13584.0,3789.0,80,1443,NW1 2BU,51.5218,-0.134
2025-03-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,12866.0,3895.0,472,5766,WV10 0QP,52.5988,-2.0949
2025-03-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,6629.0,3494.0,423,2613,TR1 3LJ,50.2667,-5.0916
2025-03-01,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,8165.0,1055.0,69,2117,IP33 2QZ,52.2317,0.7092
2025-03-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7416.0,3330.0,457,1676,NR31 6LA,52.5617,1.7177
2025-03-01,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0.0,0.0,0,0,PO3 6DW,50.7993,-1.0619
2025-03-01,NR3,NOTTINGHAM CITYCARE PARTNERSHIP,0.0,0.0,0,0,NG6 8WR,52.9972,-1.188
2025-03-01,NLX,SIRONA CARE & HEALTH,0.0,0.0,0,0,BS37 5AF,51.5405,-2.4142
2025-03-01,Y03218,THE PINN UNREGISTERED WIC,0.0,0.0,0,0,HA5 3EE,51.5931,-0.3826
2025-03-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8950.0,4016.0,549,2743,FY3 8NR,53.805,-3.007
2025-03-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13805.0,6738.0,731,2693,WR5 1DD,52.1896,-2.1907
2025-03-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8544.0,3474.0,89,1795,CM20 1QX,51.7712,0.0853
2025-03-01,RLQ,WYE VALLEY NHS TRUST,6143.0,2759.0,293,1461,HR1 2ER,52.0615,-2.7144
2025-03-01,RJ6,CROYDON HEALTH SERVICES NHS TRUST,13255.0,3289.0,701,1214,CR9 2RS,51.381,-0.1035
2025-03-01,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0.0,0.0,0,0,WA5 7TY,53.3921,-2.611
2025-03-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,9434.0,3256.0,35,1982,S60 2UD,53.4139,-1.3429
2025-03-01,ACH01,WHITSTABLE MEDICAL PRACTICE,0.0,0.0,0,0,CT5 3SE,51.3607,1.0257
2025-03-01,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,13574.0,7275.0,533,4380,NG5 1PB,52.985,-1.165
2025-03-01,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,7025.0,3560.0,680,1807,WA5 1QG,53.393977,-2.610718
2025-03-01,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8729.0,2928.0,28,4279,WD18 0HB,51.6506,-0.3977
2025-03-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,22642.0,9943.0,901,6467,LE1 9WW,52.6323,-1.1249
2025-03-01,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,19603.0,8775.0,704,4191,DE22 3NE,52.9191,-1.5026
2025-03-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,5879.0,2479.0,2,1598,NE9 6SX,54.9366,-1.5853
2025-03-01,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0,0,RH19 3DZ,51.1353,0.0018
2025-03-01,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0,0,EC1V 2PD,51.5275,-0.0895
2025-03-01,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8845.0,3813.0,146,1654,OL6 9RW,53.4886,-2.0946
2025-03-01,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15710.0,6788.0,926,3585,SE5 9RS,51.468,-0.0938
2025-03-01,RMC,BOLTON NHS FOUNDATION TRUST,8326.0,3310.0,272,2574,BL4 0JR,53.5556,-2.407
2025-03-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12494.0,5333.0,14,1598,CV2 2DX,52.4212,-1.4378
2025-03-01,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5250.0,2764.0,650,1598,CH2 1UL,53.2086,-2.8986
2025-03-01,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,14701.0,7899.0,851,5761,ST4 6QG,52.9956,-2.185
2025-03-01,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0.0,0.0,0,0,L8 7SS,53.3985,-2.961
2025-03-01,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,22632.0,9616.0,437,6243,GU16 7UJ,51.319,-0.7412
2025-03-01,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8545.0,3119.0,0,2260,MK6 5LD,52.0264,-0.7363
2025-03-01,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6746.0,3185.0,128,1909,,,
2025-03-01,RCF,AIREDALE NHS FOUNDATION TRUST,5892.0,2541.0,223,1521,BD20 6TD,53.898,-1.9627
2025-03-01,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,0.0,0.0,0,0,RM13 8GQ,51.5186,0.1711
2025-03-01,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,16099.0,5748.0,534,5388,BS1 3NU,51.4595,-2.593
2025-03-01,L83087,OKEHAMPTON MEDICAL CENTRE,0.0,0.0,0,0,EX20 1AY,50.7391,-3.9997
2025-03-01,C83023,SLEAFORD MEDICAL GROUP,0.0,0.0,0,0,NG34 7HD,52.9983,-0.4094
