period,org_code,org_name,ae_attendances_type_1,attendances_over_4hrs_type_1,patients_12hr_wait,emergency_admissions_type_1
,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,11136.0,0.0,228,3160
,R1H,BARTS HEALTH NHS TRUST,21413.0,10319.0,648,4803
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,5040.0,1753.0,0,1418
,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,12729.0,5598.0,427,4188
,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,26153.0,9920.0,15,7220
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5754.0,3642.0,15,1635
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,6383.0,3031.0,233,1795
,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,8627.0,4713.0,0,4498
,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5016.0,1105.0,0,914
,RCF,AIREDALE NHS FOUNDATION TRUST,4518.0,2337.0,0,1309
,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4421.0,528.0,0,838
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6275.0,2560.0,351,2128
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,16926.0,0.0,13,4702
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",10592.0,7330.0,838,3637
,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,7177.0,0.0,771,2104
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,11594.0,3869.0,89,5441
,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,7488.0,2563.0,240,2018
,RPA,MEDWAY NHS FOUNDATION TRUST,6966.0,3055.0,428,1950
,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4788.0,1098.0,0,777
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,11266.0,3826.0,36,1294
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3593.0,0.0,3,1377
,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9074.0,5133.0,425,2899
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,9115.0,3442.0,349,3635
,R1F,ISLE OF WIGHT NHS TRUST,3133.0,1426.0,296,1099
,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,11640.0,5701.0,575,5963
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,5269.0,2012.0,0,2057
,RBK,WALSALL HEALTHCARE NHS TRUST,6615.0,2200.0,125,2745
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,5995.0,3223.0,335,2114
,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,8376.0,4609.0,901,3460
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,3860.0,881.0,16,1048
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6866.0,2434.0,0,1512
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,5244.0,3072.0,614,1848
,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,10836.0,5039.0,751,2791
,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,9729.0,4762.0,213,3073
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,11484.0,4148.0,51,3053
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7511.0,2436.0,795,2093
,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,6422.0,2208.0,0,1734
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,8943.0,3396.0,103,3154
,RLQ,WYE VALLEY NHS TRUST,5099.0,2308.0,308,1350
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,10233.0,2927.0,0,2591
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,8560.0,3162.0,26,3128
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,7677.0,0.0,0,1811
,RNZ,SALISBURY NHS FOUNDATION TRUST,3542.0,1470.0,23,1117
,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,9553.0,2476.0,26,1534
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,7146.0,1896.0,221,2414
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,11118.0,6195.0,702,3535
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,15554.0,1985.0,7,5191
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,11957.0,5540.0,56,2780
,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,8720.0,4817.0,651,2410
,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,20314.0,12635.0,162,5781
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,7701.0,4040.0,692,1543
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3407.0,1731.0,59,1186
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,6844.0,3307.0,442,1769
,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,13737.0,0.0,1,4279
,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,12582.0,6060.0,62,4165
,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15087.0,6835.0,1156,4506
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5704.0,2340.0,316,1390
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9280.0,0.0,374,2530
,RH5,SOMERSET NHS FOUNDATION TRUST,5915.0,2834.0,83,1704
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,7889.0,4052.0,27,2787
,RKE,WHITTINGTON HEALTH NHS TRUST,7891.0,3043.0,378,880
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8882.0,3845.0,540,2085
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,7745.0,3215.0,476,1662
,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,11215.0,4370.0,112,2890
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",6918.0,3589.0,383,1857
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,24868.0,13022.0,1279,8796
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,10475.0,4234.0,597,2413
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,7986.0,1292.0,0,4677
,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,13573.0,8712.0,867,3298
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10321.0,4896.0,2,3288
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,8848.0,3662.0,115,2104
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,10977.0,6514.0,1021,3143
,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,7076.0,3877.0,0,2958
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8482.0,4990.0,52,2211
,RWJ,STOCKPORT NHS FOUNDATION TRUST,7512.0,2926.0,134,2376
,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6104.0,3001.0,586,2302
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,19519.0,7903.0,547,3011
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,7191.0,3718.0,66,2240
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,6829.0,0.0,8,2461
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,10076.0,3548.0,6,3028
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,12278.0,6746.0,749,3154
,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,7172.0,3354.0,75,2016
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,10196.0,3859.0,10,2683
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,17618.0,0.0,31,2355
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,15495.0,7165.0,600,3314
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11195.0,2977.0,389,1795
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,7675.0,3386.0,0,2960
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,10042.0,3231.0,134,2671
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,10986.0,5594.0,20,3557
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,10757.0,0.0,76,2656
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,10558.0,3810.0,0,2358
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,11354.0,6031.0,690,4745
,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,21013.0,9757.0,529,5636
,RMC,BOLTON NHS FOUNDATION TRUST,7604.0,3164.0,469,1927
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8271.0,4536.0,46,1884
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,4474.0,2006.0,124,1782
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,11697.0,5175.0,780,3879
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9286.0,2825.0,46,2557
,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,8338.0,0.0,2,3362
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,4905.0,2292.0,67,2195
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,14095.0,0.0,0,3217
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,14053.0,0.0,769,3500
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,10636.0,5321.0,80,2905
,TOTAL,TOTAL,1179865.0,450157.0,34975,339726
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14376.0,4895.0,2,3033
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7657.0,2931.0,1,2618
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,12914.0,4691.0,113,5994
,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,15766.0,9700.0,641,3977
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4212.0,0.0,0,1644
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8366.0,3841.0,1045,2524
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6288.0,2458.0,6,2342
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,6684.0,0.0,484,1820
,RLQ,WYE VALLEY NHS TRUST,5835.0,2670.0,263,1565
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,5922.0,2355.0,80,1774
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18313.0,2968.0,22,5809
,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8225.0,4654.0,0,3261
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9914.0,4168.0,339,3570
,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11655.0,5127.0,4,4298
,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,12957.0,0.0,185,3712
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,5486.0,1615.0,0,1712
,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,10439.0,5751.0,386,3153
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,20349.0,9704.0,1155,5201
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5623.0,3518.0,206,1904
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,7431.0,3706.0,331,1898
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,5663.0,3322.0,719,1924
,RJN,EAST CHESHIRE NHS TRUST,4113.0,1891.0,361,879
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,15727.0,0.0,640,3952
,RBK,WALSALL HEALTHCARE NHS TRUST,7638.0,3067.0,265,3191
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12176.0,7983.0,778,4433
,RMC,BOLTON NHS FOUNDATION TRUST,8967.0,3428.0,477,2067
,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5101.0,1100.0,0,803
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",8367.0,4303.0,351,2175
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9184.0,3342.0,529,2960
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,7558.0,2709.0,308,1908
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,11805.0,6197.0,345,3256
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,10539.0,3298.0,88,2854
,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,30291.0,11847.0,27,8187
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7020.0,3834.0,439,2522
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,19770.0,0.0,0,5361
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5536.0,3137.0,124,2423
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10272.0,0.0,388,2776
,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,11083.0,5456.0,382,3316
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,13930.0,7455.0,808,3673
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8761.0,2630.0,596,2413
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10339.0,4536.0,484,2420
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9187.0,0.0,0,2064
,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12715.0,5488.0,116,3200
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12254.0,4928.0,89,3360
,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,24025.0,13198.0,102,5323
,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,12898.0,6175.0,420,6804
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3998.0,1895.0,17,1387
,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,9905.0,5154.0,0,5232
,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,6049.0,1350.0,0,1085
,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,9583.0,5271.0,1070,4054
,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16965.0,7586.0,1422,4820
,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12312.0,5778.0,785,3077
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11847.0,4220.0,0,2445
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,12733.0,4499.0,44,3666
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13156.0,6876.0,906,5516
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,13569.0,5898.0,854,4453
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6442.0,2911.0,755,1520
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,14959.0,7938.0,1201,3556
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10087.0,3756.0,270,3412
,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8302.0,0.0,1005,2305
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,6010.0,2097.0,0,948
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11903.0,4384.0,3,3994
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,11875.0,3297.0,1,2859
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,9402.0,4052.0,30,3540
,RNZ,SALISBURY NHS FOUNDATION TRUST,4059.0,1618.0,6,1263
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,17274.0,7591.0,423,3654
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,31657.0,15518.0,1356,9822
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12566.0,4498.0,93,1331
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,10057.0,4305.0,158,2356
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,12632.0,7129.0,721,4005
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9694.0,5660.0,106,2640
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,8942.0,3857.0,0,3144
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12685.0,6680.0,2,4067
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,10680.0,4227.0,676,4158
,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10049.0,5377.0,817,2566
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,9475.0,4919.0,657,1686
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6253.0,3499.0,22,1799
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4529.0,1153.0,45,1196
,RCF,AIREDALE NHS FOUNDATION TRUST,5141.0,2536.0,3,1462
,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4877.0,561.0,0,935
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6376.0,2736.0,522,2335
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,7830.0,3758.0,33,2348
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7709.0,2423.0,0,1681
,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,14087.0,7706.0,261,4678
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6666.0,2706.0,316,1657
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,10995.0,3910.0,10,3434
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8918.0,4342.0,13,3226
,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,7583.0,2421.0,1,1942
,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8128.0,4069.0,145,2266
,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8536.0,3354.0,439,2279
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,9345.0,5036.0,132,2228
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9014.0,2166.0,0,4929
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9759.0,4527.0,5,2867
,RVJ,NORTH BRISTOL NHS TRUST,8204.0,1789.0,135,3255
,RWJ,STOCKPORT NHS FOUNDATION TRUST,9023.0,3723.0,177,2689
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,11793.0,4075.0,145,2917
,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,23634.0,9928.0,951,7697
,R1H,BARTS HEALTH NHS TRUST,23488.0,11105.0,812,5346
,RH5,SOMERSET NHS FOUNDATION TRUST,6724.0,2999.0,39,1941
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,12636.0,4326.0,220,1462
,RKE,WHITTINGTON HEALTH NHS TRUST,8762.0,3022.0,296,1034
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19807.0,0.0,42,2644
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,12254.0,5046.0,636,2736
,R1F,ISLE OF WIGHT NHS TRUST,3576.0,1431.0,232,1218
,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14251.0,5445.0,545,4678
,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10523.0,2023.0,12,1747
,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,16144.0,0.0,29,4699
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,13000.0,3528.0,379,1889
,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9235.0,0.0,0,3584
,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24998.0,11902.0,784,6516
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12452.0,7598.0,1189,3566
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,7777.0,0.0,1,2844
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5104.0,2124.0,171,1947
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11425.0,4922.0,0,3716
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,11892.0,0.0,98,2858
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7839.0,3678.0,269,1931
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8805.0,3910.0,573,1865
,RPA,MEDWAY NHS FOUNDATION TRUST,7840.0,3436.0,540,2227
,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,7217.0,3333.0,765,2325
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8564.0,2829.0,516,2789
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,16135.0,0.0,0,3668
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11364.0,5093.0,57,3229
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,16954.0,8171.0,540,3749
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,13707.0,6502.0,110,3066
,TOTAL,TOTAL,1343071.0,511258.0,39687,381708
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7224.0,2513.0,95,1607
,RXF,MID YORKSHIRE TEACHING NHS TRUST,17003.0,6240.0,9,3976
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8473.0,2901.0,0,2556
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,6160.0,2701.0,11,1626
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14907.0,4380.0,0,2943
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11606.0,5658.0,310,6828
,RJN,EAST CHESHIRE NHS TRUST,4325.0,1563.0,44,949
,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10368.0,2287.0,23,1681
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9239.0,2886.0,5,2848
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10548.0,3383.0,32,3285
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,19384.0,8185.0,654,5130
,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,7358.0,1838.0,0,2118
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6345.0,2052.0,3,2288
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4670.0,1740.0,18,1532
,RCF,AIREDALE NHS FOUNDATION TRUST,5756.0,2335.0,0,1457
,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4224.0,261.0,0,835
,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,17012.0,7622.0,1254,5216
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,12749.0,4213.0,44,3508
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,14846.0,6777.0,286,3938
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,12881.0,4014.0,21,6061
,RNZ,SALISBURY NHS FOUNDATION TRUST,4219.0,1210.0,1,1301
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10243.0,2764.0,139,3053
,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,11137.0,5158.0,127,3306
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8808.0,4109.0,856,2513
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9026.0,3555.0,123,3853
,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,21357.0,8899.0,91,5558
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,6820.0,2889.0,88,1845
,RBK,WALSALL HEALTHCARE NHS TRUST,7904.0,2933.0,47,3147
,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,10221.0,5519.0,255,4212
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,21913.0,8055.0,0,5867
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,8025.0,2905.0,0,2886
,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12740.0,5061.0,530,3099
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,7033.0,2286.0,115,1907
,RH5,SOMERSET NHS FOUNDATION TRUST,12677.0,4244.0,3,3287
,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12107.0,5526.0,28,3743
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6692.0,2953.0,594,1568
,RLQ,WYE VALLEY NHS TRUST,5753.0,2527.0,178,1605
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,11017.0,3134.0,1,2776
,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13323.0,5486.0,38,3654
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,9331.0,4642.0,92,2066
